pilot_001_001,labor_law_art_003,3,issue_046,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,العمل حق للمواطن، لا يجوز لغيره ممارسته إلا بعد توافر الشروط المنصوص عليها في هذا النظام، والمواطنون متساوون في حق العمل دون أي تمييز على أساس الجنس أو الإعاقة أو السن أو أي شكل من أشكال التمييز الأخرى، سواءً أثناء أداء العمل أو عند التوظيف أو الإعلان عنه,255,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/134); text clearly presented as لتكون بالنص الآتي; SHA-256=c16ab80f966e911cf4c4e2f0a833d821615c3ffb4af9d1fa13c2d7a830e32961
pilot_001_002,labor_law_art_005,5,issue_047,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,تسري أحكام هذا النظام على الآتي : 1 - كل عقد عمل يلتزم بمقتضاه أي شخص بالعمل لمصلحة صاحب عمل وتحت إدارته أو إشرافه؛ مقابل أجر. 2 - عمال الحكومة والهيئات والمؤسسات العامة، بمن فيهم الذين يشتغلون في المراعي أو الزراعة. 3 - عمال المؤسسات الخيرية. 4 - عقود التأهيل والتدريب مع غير العاملين لدى صاحب العمل في حدود الأحكام الخاصة المنصوص عليها في هذا النظام. 5 - العاملين بعض الوقت في حدود ما يتعلق بالسلامة والصحة المهنية وإصابات العمل وما يقرره الوزير,447,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/46); text clearly presented as لتكون بالنص الآتي; SHA-256=ab5e6d931e33ac6d108ff350871c4ffa5611546eb711a0f0ab7dcfc895cfefb0
pilot_001_003,labor_law_art_007,7,issue_048,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,1- يستثنى من تطبيق أحكام هذا النظام كل من: أ- أفراد أسرة صاحب العمل، وهم زوجه وأصوله وفروعه الذين يعملون في المنشأة التي لا تضم سواهم. ب- لاعبو الأندية والاتحادات الرياضية ومدربوها. ج- العمالة المنزلية ومن في حكمهم. د- عمال الزراعة والرعاة الخاصون ومن في حكمهم. هـ- العاملون غير السعوديين القادمون لأداء مهمة محددة ولمدة لا تزيد على شهرين. 2- يصدر الوزير -بالتنسيق مع الجهات المختصة- لائحة أو أكثر للفئات الواردة في الفقرات الفرعية (أ) و(ج) و(د) و(هـ) من الفقرة (1) من هذه المادة؛ تشتمل على الحقوق والواجبات والأحكام الخاصة الأخرى ذات الصلة بكل فئة. واستثناء من حكم الفقرة (1) من هذه المادة؛ تطبَّق في شأن مخالفات أحكام تلك اللوائح العقوبات المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. 3- يُراعى أن تُضمَّن في اللوائح الصادرة في شأن الفئتين الواردتين في الفقرتين الفرعيتين (ج) و(د) من الفقرة (1)من هذه المادة الإجراءات والآليات التي تكفل تحسين أداء سوق العمالة للفئتين، وتنظيم حركة انتقالها، وتحديد المسؤوليات والواجبات التي تترتب على أصحاب العمل والمكاتب والشركات التي تقوم بالوساطة في التعاقد معها,1025,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/44); text clearly presented as لتكون بالنص الآتي; SHA-256=c3b9398c485d77350f080448cdd6029ca9fc4fc68f12fd8bdd6894a0e820a874
pilot_001_004,labor_law_art_027,27,issue_057,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,BLOCKED_POPUP_BASE_STRUCTURE,,0,REMAINS_OPEN,DO_NOT_INGEST_YET,M/44 popup describes word substitution only (إحلال كلمة قنوات محل كلمتي وحدة و وحدات); full current text not presented as لتكون بالنص الآتي; cannot synthesize,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,BOE popup accessed but full current text not presented as complete replacement; M/44 word substitution only; remains manual review
pilot_001_005,labor_law_art_030,30,issue_059,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,1- لا يجوز لأي شخص طبيعي أو اعتباري أن يمارس نشاط توظيف السعوديين أو نشاط استقدام العمال أو نشاط الإسناد ما لم يكن مرخصاً له بذلك من الوزارة. وتحدد اللائحة ضوابط ممارسة كل من هذه الأنشطة، وشروط منح الترخيص لكل منها وتجديده، والتزامات المرخص له، وقواعد عدم تجديد الترخيص أو إلغائه، والآثار المترتبة على ذلك، وغير ذلك مما يكون ضروريًّا من الشروط والضوابط لضمان حسن سير العمل بها. 2- تقترح الوزارة قيمة رسوم ممارسة الأنشطة المشار إليها في الفقرة (1) من هذه المادة، وأوجه صرفها، تمهيداً لاستكمال الإجراءات النظامية في هذا الشأن,523,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/44); text clearly presented as لتكون بالنص الآتي; SHA-256=c635e000b0437b7e2d188b57ef0f6c8f71d9c566785117864044157c31b1edbe
pilot_001_006,labor_law_art_051,51,issue_071,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,يجب أن يكتب عقد العمل من نسختين، يحتفظ كل من طرفيه بنسخة منه، ويجب توثيقه وفق الأحكام النظامية ذات الصلة وفي ضوء ما تحدده اللائحة، ويعد العقد قائماً ولو كان غير مكتوب، وفي هذه الحالة يجوز للعامل وحده إثبات العقد وحقوقه التي نشأت عنه بجميع طرق الإثبات، ويكون لكل من الطرفين أن يطلب كتابة العقد في أي وقت. أما عمال الحكومة والمؤسسات العامة فيقوم قرار أو أمر التعيين الصادر من الجهة المختصة مقام العقد,398,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/44); text clearly presented as لتكون بالنص الآتي; SHA-256=f5838022d0e6398e40fa6014b1c838084b5322d6243aa78fa7242781944ba8a3
pilot_001_007,labor_law_art_055,55,issue_075,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,1 - ينتهي عقد العمل المحدد المدة بانقضاء مدته، فإذا استمر طرفاه في تنفيذ عُدَّ العقدُ مجدداً لمدة غير محددة. مع مراعاة ما نصت عليه المادة (السابعة والثلاثون) من هذا النظام بالنسبة إلى غير السعوديين. 2 - إذا تضمن العقد المحدد المدة شرطاً يقضي بتجديده لمدة مماثلة أو لمدة محددة، فإنه يتجدد للمدة المتفق عليها. فإن تعدد التجديد ثلاث مرات متتالية، أو بلغت مدة العقد الأصلي مع مدة التجديد أربع سنوات أيهما أقل واستمر الطرفان في تنفيذه؛ تحوّل العقد إلى عقد غير محدد المدة,465,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/46); text clearly presented as لتكون بالنص الآتي; SHA-256=6e706695ae5475d46d69992ff1f0c79909771e73f653d052d47f1a39b5d7013e
pilot_001_008,labor_law_art_076,76,issue_083,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,إذا لم يراع الطرف الذي أنهى العقد غير المحدد المدة المهلة المحدد للإشعار وفقاً للمادة (الخامسة والسبعين) من هذا النظام، فإنه يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك,246,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/46); text clearly presented as لتكون بالنص الآتي; SHA-256=e4d3f64ce3087a30fb326153379d34e26c1fb817976930cbd0b0139d4b24802a
pilot_001_009,labor_law_art_080,80,issue_085,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ : 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه,1246,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/46); text clearly presented as لتكون بالنص الآتي; SHA-256=c7d4a6efc602baa0d6d8518ce2bfb207afbc76eecc55b68252b4584f849edf99
pilot_001_010,labor_law_art_101,101,issue_088,DO_NOT_INGEST_YET,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,BOE,BOE_DOM_POPUP,popup,CAPTURE_ALLOWED_OFFICIAL_CURRENT_TEXT,تنظم ساعات العمل وفترات الراحة خلال اليوم، بحيث لا يعمل العامل أكثر من خمس ساعات متتالية دون فترة للراحة والصلاة والطعام لا تقل عن نصف ساعة في المرة الواحدة خلال مجموع ساعات العمل، وبحيث لا يبقى العامل في مكان العمل أكثر من اثنتي عشرة ساعة في اليوم الواحد,255,CLOSED_WITH_EVIDENCE,RECONCILED_FROM_BOE_OFFICIAL_AR,,CONFIRMED_NO_BASE_POPUP_SYNTHESIS,Current official Arabic text captured from BOE amendment popup (decree M/46); text clearly presented as لتكون بالنص الآتي; SHA-256=fb6fb7f8d47619566c652e729c6ffc2714e90b7ff7c435e7d3079628ce904702
