batch_id,article_key,article_number_current,article_number_ar,boe_official_source_url,boe_access_date,boe_article_found_flag,official_arabic_text_reconciled,official_arabic_text_hash_sha256,official_arabic_text_length_chars,official_arabic_text_source_method,uploaded_candidate_compared_flag,uploaded_candidate_match_status,uploaded_candidate_issue_type,amendment_status_from_tracking,m44_related_flag,mukarrar_or_renumbered_or_deleted_flag,reconciliation_status,reconciliation_notes,ready_for_future_ingestion_flag
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_176,176,المادة السادسة والسبعون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,إذا حدد الأجر بحصة من الأرباح أو أجر السفينة فإن البحار لا يستحق تعويضًا في حالة إلغاء الرحلة، ولا زيادة في الأجر عند تأخير الرحلة أو إطالتها، أما إذا كان التأخير أو الإطالة ناشئًا عن فعل الشاحنين استحق البحار تعويضًا من المجهز.,6fa9fa20a515da7e6c3341b1121439d8d9036221c756f7e4fad022c9e384dc2f,228,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_177,177,المادة السابعة والسبعون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,يستحق البحار أجره إذا أسرت السفينة، أو غرقت، أو أصبحت غير صالحة للملاحة، وذلك حتى يوم وقوع الحادث.,96c861de7017b5515d402a9a6ff1c88bf5b2d2f3ec7cab2b7fef6d2b014691aa,98,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_178,178,المادة الثامنة والسبعون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,,,0,RENUMBERED_ENTRY_NEEDS_MANUAL_RECONCILIATION,not_available,not_compared,not_compared,amended_article_flag,yes,renumbered,DO_NOT_INGEST_YET,Article 178 is amended and renumbered by amendment via M/44; BOE main DOM may be original/base text; amendment shown through popup; existing unresolved issue (issue_013) carried forward; do not ingest until official current text is cleanly captured,needs_manual_review
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_179,179,المادة التاسعة والسبعون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,لا تزيد ساعات العمل على ظهر السفينة أثناء وجودها في عرض البحر على أربع عشرة ساعة في مدة أربع وعشرين ساعة، ولا على اثنتين وسبعين ساعة في مدة سبعة أيام.,887127d7d8b4d0f2a14f5e3bbdb2694c5b039463123239000db0354d118d07da,150,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_180,180,المادة الثمانون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,لكل بحار أسهم في مساعدة سفينة أخرى أو إنقاذها نصيب في المكافأة التي تستحقها السفينة التي يعمل فيها، أيَّا كان نوع أجرة العمل الذي يؤديه.,0320265b4996772c62af99ac8689d4db52af8f9015bc6088882e85cfd23da675,136,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_181,181,المادة الحادية والثمانون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,إذا توفي أحد البحارة أثناء الرحلة فيكون لورثته الحق في الحصول على أجره إلى يوم وفاته إذا كان الأجر بحسب الشهر، أما إذا كان أجره يحسب بالرحلة فيحق للورثة تسلم أجره عن الرحلة كاملة. وإذا كان الأجر حصة في الأرباح، فإنها تستحق بأكملها. وتودع المبالغ المستحقة للبحار المتوفى، أو المفقود، أو الذي يتعذر عليه التسلم، لدى مكتب العمل في ميناء الوصول في المملكة.,1389011870cfb9cad32c9a9a8f7fc3f556512200160db10ca67a19bfc518d9d2,352,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_182,182,المادة الثانية والثمانون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,,,0,NEEDS_AMENDMENT_POPUP_RECONCILIATION,not_available,not_compared,not_compared,amended_article_flag,yes,none,DO_NOT_INGEST_YET,Article 182 is amended; BOE main DOM may be original/base text; amendment shown through popup; current post-amendment text not safely captured; do not ingest until official current text is cleanly captured,needs_manual_review
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_183,183,المادة الثالثة والثمانون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,يلتزم صاحب العمل في حالة انقضاء العقد أو فسخه بما يأتي: 1 - أن يعيد البحار إلى الميناء الذي سافر منه عند بدء تنفيذ العقد.2 - أن يتكفل بغذائه ونومه حتى بلوغه ذلك الميناء.,d5d3e488513fa36344976625ece6ba040e02e46baf6690942c45e41570dc6f8e,169,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_184,184,المادة الرابعة والثمانون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,يلتزم المجهز بترحيل البحار إلى بلده في الحالات الآتية: 1 - إذا ألغي السفر بفعل مجهز السفينة بعد قيام السفينة.2 - إذا ألغي السفر بعد إبحار السفينة، بسبب منع التجارة مع الجهة التي عينت لسفرها.3 - إذا أخرج البحار من السفينة بسبب إصابته بمرض، أو جرح، أو عاهة.4 - إذا بيعت السفينة في بلد أجنبي.5 - إذا عزل البحار من الخدمة أثناء السفر من غير مسوغ نظامي.6 - إذا انتهى العقد المبرم مع البحار في ميناء غير الميناء الذي نص عليه العقد.,e807d2d70490f1670908cd2bec7c2e5e5a5c75cac9cc9971460a1f5629822cf1,425,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
LABOR_LAW_TEXT_RECONCILIATION_BATCH_008_ARTICLES_176_200,labor_law_art_185,185,المادة الخامسة والثمانون بعد المائة,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,يقصد بالعمل في المناجم والمحاجر الآتي: 1 - العمليات الخاصة بالبحث أو الكشف عن المواد المعدنية، بما في ذلك الأحجار الكريمة، أو استخراجها، أو تصنيعها بالمنطقة الصادر عنها الترخيص، سواء أكانت المعادن صلبة أم سائلة.2 - العمليات الخاصة باستخراج رواسب المواد المعدنية الموجودة على سطح الأرض أو في باطنها، أو تركيزها أو تصنيعها في منطقة الترخيص.3 - ما يلحق بالعمليات المشار إليها في الفقرتين 1 ، 2 من هذه المادة من أعمال البناء وإقامة التركيبات والأجهزة.,cb6ff85156890e0185ab68d4a4c2e16e1b3fa05cb349e6a51a4b003fc9fa1a16,447,BOE_DOM_ARTICLE_TEXT,not_available,not_compared,not_compared,not_amended,no,none,RECONCILED_FROM_BOE_OFFICIAL_AR,Batch 008: BOE official Arabic text captured from main DOM; non-amended article,yes
